imdbid,title,rating,director,cast,duration,descripton
tt9471962,Halka (TV Series 2019â€“ ),9.4,NA,"Serkan Ã‡ayoglu,Hande ErÃ§el,Kaan Yildirim,Hazal Subasi",NA,"Halka is a TV series starring Serkan Ã‡ayoglu, Hande ErÃ§el, and Kaan Yildirim. Two different young men coming together from different places stand side by side and fight against a conspiracy. They go after a past that doesn't leave..."
tt9472264,Rocco's Psycho Teens 9 (Video 2016),NA,Rocco Siffredi,"Nadia Bella,Bianca Brill,Chris Diamond,Max Felicitas",NA,NA
tt9472442,Bamse och dunderklockan (2018),6.5,Christian Ryltenius,"Morgan Alling,Tomas Bolme,Peter Haber,Steve Kratz",1H5M,"Bamse och dunderklockan is a movie starring Morgan Alling, Tomas Bolme, and Peter Haber. Bamse's friends go on a quest to find the Thunderbell, the ingredient that makes Bamse strong. Meanwhile, Reinard pretends to be a good guy to..."
tt9472658,Politseyskiy s Rublyovki. Novogodniy bespredel (2018),6.2,Ilya Kulikov,"Alexander Petrov,Sergey Burunov,Tatyana Babenkova,Sofya Kashtanova",1H35M,"Politseyskiy s Rublyovki. Novogodniy bespredel is a movie starring Alexander Petrov, Sergey Burunov, and Tatyana Babenkova. On New Year's Eve, the Barvikha-Severnoye Police Station is threatened with closure. In order to save his..."
tt9472838,Kappa Delta Crypto (TV Series 2018â€“ ),8.3,NA,"Riley Dandy,Brandon Raman,Annalisa Cochrane,Jason Griffith",NA,NA
tt9473208,Gran Hermano DÃºo (TV Series 2019â€“ ),NA,NA,"Antonio Tejado,Candela Acevedo,Kiko Rivera,Irene Rosales",NA,NA
tt9474114,Meu Querido Supermercado,NA,Tali Yankelevich,NA,NA,NA
tt9474734,Unkept Secrets (2018),NA,Dalit Kimor,NA,1H10M,NA
tt9474736,Das letzte Land (2019),7.4,Marcel Barion,"Torben FÃ¶llmer,Milan Pesl",1H53M,Das letzte Land is a movie starring Torben FÃ¶llmer and Milan Pesl. Two dissimilar men flee from a desolate planet and search in space for a new home.
tt9474960,Lefegyverzett ellensÃ©ges erÃ¶k (1991),NA,SÃ¡ndor SÃ¡ra,NA,2H15M,NA
tt9474986,Voll im Arsch (Video 1996),NA,Sx Kowalski,"Yves Baillat,Iris Cash,Eve Delage,Laura Lamont",NA,NA
tt9475088,Vader: A Star Wars Theory Fan Series (TV Mini-Series 2018â€“ ),9.3,NA,"Steven T. Bartlett,Star Wars Theory,Andrew Branch,Jesse Gomez",NA,"Vader: A Star Wars Theory Fan Series is a TV mini-series starring Steven T. Bartlett, Star Wars Theory, and Andrew Branch. Darth Vader fights between losing PadmÃ© and serving the new master who promised to save her."
tt9475134,KÃ©pek a jÃ¶vÃ¶ BudapestjÃ©rÃ¶l (1958),NA,MihÃ¡ly HÃ¡rs,NA,14M,NA
tt9475466,Scream: Killer Party (2015),8,NA,"Steelo Brim,Chanel West Coast,Johnny 'Bananas' Devenanzio,Willa Fitzgerald",1M,NA
tt9475530,Soumission d'une Femme Amoureuse (Video 2011),NA,Pierre Moro,"Eve Delage,Phil Holliday,William Le Bris,Pierre Moro",NA,NA
tt9475608,Tyl (2016),NA,Illia Makarenko,NA,16M,NA
tt9475812,In a Lilac Dream (2018),NA,Roberto Villar,"Roberto Villar,Golda Soriano,Ellejohn Bawang,Biancka Nieves",NA,"In a Lilac Dream is a short starring Roberto Villar, Golda Soriano, and Ellejohn Bawang. A young professional seeks the affections of a girl. Hilarity ensues."
tt9475878,Lane Sisters (TV Series 2012â€“ ),NA,NA,"Shana Lane,Roxy Lane,Frank,Amy Lee",NA,NA
tt9475986,Australia's Rose Gardens (Video 2005),NA,NA,"Walter Duncan,Valerie Major Howse,Wal Johnston,Winnifred Rosser",NA,NA
tt9476014,A Gift Back Home,NA,Keridith Bennett,"Alex Hennage,Danielle DellaPorta,Bria Washington,Maxum Smith",NA,NA
tt9476490,"Especial de Natal: Se Beber, NÃ£o Ceie (2018)",6.4,Rodrigo Van Der Put,"GregÃ³rio Duvivier,Antonio Tabet,Pedro Benevides,Paulo Vieira",44M,"Especial de Natal: Se Beber, NÃ£o Ceie is a short starring GregÃ³rio Duvivier, Antonio Tabet, and Pedro Benevides. It's the morning after the Last Supper and the disciples are waking up hungover and wondering where their Messiah is."
tt9477000,Jeff Beck: Still on the Run (TV Movie 2018),8,Matthew Longfellow,"Jeff Beck,Eric Clapton,Jimmy Page,David Gilmour",1H27M,"Jeff Beck: Still on the Run is a TV movie starring Jeff Beck, Eric Clapton, and Jimmy Page. Documentary on the life and musical evolution of Jeff Beck, one of most innovative guitarists in history. The film covers his early days,..."
tt9477008,KokÃ´ shadan (1938),NA,Hajima Yuhara,NA,54M,NA
tt9477032,L.N.A.,NA,Gabriel Targues,"Julien Ronet,Antoine Coesens,Henri Cohen,Manon Dubois",NA,NA
tt9477162,Okasaan no kekÃ´n (1953),NA,Tatsuo SaitÃ´,"Kan Nihon'yanagi,Yoshiko Tsubouchi,Kamatari Fujiwara,Harumi Kajima",1H6M,NA
tt9477432,Die Grube (2019),NA,Hristiana Raykova,NA,1H13M,NA
tt9477488,"PETA and Sentient's Investigation Into Heifer International's Goat Donation Project in Rajasthan, India - March-April 2018 (Video 2018)",NA,NA,NA,NA,NA
tt9477514,Tudo Era Duplo (Video 2018),NA,Guido Braccini,"Claudia Lantini,Ana Rita Portela",NA,"Tudo Era Duplo is a video starring Claudia Lantini and Ana Rita Portela. The lyrics are an excerpt of the ""Symposium"", the dialogue by Plato about the origins of love. The story goes that once upon a time human beings had three..."
tt9477516,1970s Forced Swim Test - Despair Test (Video 2018),NA,NA,NA,NA,NA
tt9477532,Greta (2019),5.5,Armando PraÃ§a,"Marco Nanini,Denise Weinberg,Demick Lopes,Gretta Star",1H37M,"Greta is a movie starring Marco Nanini, Denise Weinberg, and Demick Lopes. Pedro, a 70-year-old gay nurse, is taking care of Daniela, his ailing transgender friend. In order to find her a vacant hospital bed, he decides to help an..."
tt9477592,Open Your Eyes: The Reality Behind Italian Slaughterhouses (Video 2018),NA,NA,NA,NA,NA
tt9477710,She yao shi jie (Video 2002),NA,Kin-Tak Mou,"Angie Cheung,Elvis Tsui",NA,NA
tt9477734,Majikaru Bakeshon (Video Game 2001),NA,Nobuyuki Inoue,NA,NA,NA
tt9478002,Bez prava na oshibku (TV Mini-Series 2016),NA,NA,"Aleksandra Ermakova,Ilya Ermolov,Vlad Kanopka,Natalya Kapitonova",NA,"Bez prava na oshibku is a TV mini-series starring Aleksandra Ermakova, Ilya Ermolov, and Vlad Kanopka. Provincial city. Friends Anton and Oleg are fighting for the attention of their classmate Katya. Anton is the son of a rich and..."
tt9478484,Vojta D: Tady me mÃ¡s (Video 2018),2.8,Jan Gajdos,"Vojtech Drahokoupil,Patrik Dergel,Ales HÃ¡ma,KristÃ½na KubÃ­kovÃ¡",NA,NA
tt9478954,L'amore in piazza (Video 2017),NA,Ottavio Rosati,"Ottavio Rosati,Tinto Brass,Umberta Telfener,Luciana Santioli",NA,"L'amore in piazza is a video starring Ottavio Rosati, Tinto Brass, and Umberta Telfener. The documentary about love was born in the Psychology Festival of the Order of Psychologists of Rome which includes nine events concentrated in..."
tt9479034,Un guardo ohimÃ¨ ch'io moro (Video 2016),NA,Rodrigo Alves Azevedo,"Ana Rita Portela,Elisenda Pujals",NA,NA
tt9479138,Selfie (2019),7.2,Agostino Ferrente,"Alessandro Antonelli,Pietro Orlando",1H16M,"Selfie is a movie starring Alessandro Antonelli and Pietro Orlando. Naples, Traiano district. Initially it had to be a temporary peripheral destination for the inhabitants of the slums on the seafront of Naples, left homeless after..."
tt9479764,ChikÃ»ho no kodomotachi (1960),NA,SeiichirÃ´ Uchikawa,"YÃ»nosuke ItÃ´,Daisuke KatÃ´,Hiroshi Koizumi,Kimiko Kukuda",1H47M,"ChikÃ»ho no kodomotachi is a movie starring YÃ»nosuke ItÃ´, Daisuke KatÃ´, and Hiroshi Koizumi. Story of exploited children living with their poor, coal-mining families in desolate ChikÃ»ho, in Northern Kyushu."
tt9479776,Lichtblicke - eine Werkphase von Inge Dick (2018),NA,Carola Mair,NA,NA,NA
tt9479862,Jeunes Perverties. (Video 2018),NA,Alis Locanta,"Clea Gaultier,Apolonia Lapiedra,Alyssia Kent,Vinna Reed",NA,NA
tt9480088,Brawl Stars (Video Game 2018),8,NA,"Sandra Espinoza,Marissa Lenti,Jas Patrick,Bill Russell",NA,"Brawl Stars is a video game starring Sandra Espinoza, Marissa Lenti, and Jas Patrick. Form the strongest 3v3 team in the Brawl Stars world by shooting, punching and dashing through the enemy. Join clubs to brawl with friends or play..."
tt9480140,Hotel HvezdÃ¡r (TV Movie 2018),6.3,Jakub Wehrenberg,"VÃ¡clav NeckÃ¡r,Thom Artway,Radoslav Banga,Eva BuresovÃ¡",1H7M,NA
tt9480212,Tashiten: Tashite 10 ni Suru Monogatari (Video Game 2007),NA,Yukihito Morikawa,NA,NA,NA
tt9480260,Napoleon (Video Game 2001),NA,Manabu Tamura,NA,NA,NA
tt9480310,Shaberu! DS Oryori Navi (Video Game 2006),NA,Hirotaka Watanabe,NA,NA,NA
tt9480598,Delo dlya dvoikh (TV Series 2014),NA,NA,"Darya Botsmanova,Mikhail Khimichev,Boris Knizhenko,Evgeniy Plisko-Kuprin",NA,NA
tt9480644,70 Streets (2016),NA,Maks Lyzhov,NA,7M,NA
tt9480656,Ceny Andel 2016 (2017),7.7,Jan Fronc,"Libor Boucek,Thom Artway,Jan BalcÃ¡rek,LukÃ¡s BalcÃ¡rek",NA,NA
tt9480670,Tam znyzu tykho (2016),NA,Kseniya Marchenko,NA,20M,NA
tt9480710,Private Summer School (Video 2015),NA,Frank Thring,"Amirah Adara,Anita Bellini,Matt Bird,Ally Breelsen",NA,NA
tt9481570,Return to Dog Valley (2019),NA,Wyatt Daane,"Marcus Mero,Mike Daane,Pat Daane,Luke Pusich",NA,"Return to Dog Valley is a short starring Marcus Mero, Mike Daane, and Pat Daane. Two rival brothers of opposing bloodlines return as avenging angels seeking an end to their blood feud."
tt9481744,Karate PÃ¢tÃ© (Video 1998),NA,Warren Blyth,"Hugo Condeso,Alan Winston,Eliot Jordan,Carrie Davis",NA,"Karate PÃ¢tÃ© is a video starring Hugo Condeso, Alan Winston, and Eliot Jordan. After being expelled from his place of training, Master Beta Quan returns home to reunite with his childhood love, only to find her hosting a party. In..."
tt9481898,Gokan kankin bideo shoppu (Video 1999),NA,Shin'ichirÃ´ Nakada,"Yoshi Miki,RyÃ´ko Izawa,Emi Kawana,Keisaku Kimura",NA,NA
tt9482042,Show Kafka's Dudes (TV Mini-Series 2018â€“ ),NA,NA,"Ivan Prokopovich,George Zhuzikasio Ali,Lady-cat,Footpad",NA,NA
tt9482110,How to Swim (2018),7.2,Noa Gusakov,"Dina Senderson,Orly Silbersatz",15M,"How to Swim is a short starring Dina Senderson and Orly Silbersatz. Abigail is heavily pregnant, But something is missing. Terrified about the imminent birth, she kidnaps a comforting partner in crime for one afternoon."
tt9482146,Karate PÃ¢tÃ© 2: The Wrath of Krack (Video 2001),NA,Warren Blyth,"Alan Winston,Jack Jones,Clarissa Filice,Paul Pistey",NA,"Karate PÃ¢tÃ© 2: The Wrath of Krack is a video starring Alan Winston, Jack Jones, and Clarissa Filice. In the middle of a battle with a hidden nemesis, Beta Quan suddenly finds himself wandering a strange city, lost in his thoughts."
tt9482330,Birion rÃ´do (Video Game 2018),NA,NA,NA,NA,NA
tt9482444,Sheng ru ren xin (TV Series 2018â€“ ),8.5,NA,"Ayunga,Tianhe Gao,Henry Lau,Lauren Shang",NA,NA
tt9482820,Ute (TV Movie 1970),NA,Jan Halldoff,"Bo Halldorf,Ove Magnusson,Arvid Rundberg,Anna SÃ¤llstrÃ¶m",NA,NA
tt9482858,Le monde selon Xi Jinping (TV Movie 2018),7.2,Sophie Lepault,NA,1H15M,NA
tt9482898,Obszar zamkniety (TV Short 1974),NA,Andrzej Brzozowski,"Joanna ZÃ³lkowska,Andrzej Kierc",42M,NA
tt9483054,Nekoraito (Video Game 2018),NA,NA,NA,NA,NA
tt9483064,Mendako adobenchÃ¢ (Video Game 2018),NA,NA,NA,NA,NA
tt9483074,Getto anpudo mobairu (Video Game 2018),NA,NA,NA,NA,NA
tt9483094,Gutetama shotto (Video Game 2018),NA,NA,NA,NA,NA
tt9484722,Daddy's Favorite Threesomes (Video 2018),NA,J.W. Ties,"Camille Black,Dava Foxx,Russell Grand,Hope Harper",NA,NA
tt9485058,Karate PÃ¢tÃ© 3: The Vernal Season (Video 2002),NA,Jonason Ho,"Warren Blyth,Alan Winston,Ladie Barrett,Jonason Ho",NA,"Karate PÃ¢tÃ© 3: The Vernal Season is a video starring Warren Blyth, Alan Winston, and Ladie Barrett. Beta Quan bumps into a random man on the street and challenges him to a fight. He turns out to be Beta Quan's long-lost brother..."
tt9485102,Semi document: KeihÃ´ dai hyaku nana jÃ» nana gÃ´: Kanzai (1976),NA,Satoru Kobayashi,"Bun'ei ShÃ´,KyÃ´ko Ai,Hikaru YÃ»ki",1H9M,NA
tt9485122,Abstinencia (2018),NA,Exe Thawne,"Cristian Parra,Hernan Saux,Ryan Salazar",7M,"Abstinencia is a short starring Cristian Parra, Hernan Saux, and Ryan Salazar. A troubled mind on the path of twelve steps to redemption can find rest in only the first of them."
tt9485174,Eu NÃ£o Sou NapoleÃ£o! (2018),NA,RogÃ©rio Faria,"Nise da Silveira,Elza Soares",1H12M,NA
tt9485306,Guang mang wan zhang (1949),NA,Xu Ke,"Ke Chen,Huiying Li,Ruqiu Ouyang,Xiaofei Sun",NA,NA
tt9485322,Odyn den (2016),NA,Konstantin Petrushenko,NA,13M,NA
tt9485324,AllÃ©e des Jasmins (2019),NA,StÃ©phane Ly-Cuong,"Linh Dan Pham,Mike N'Guyen,Fanny Sidney,Audrey Giacomini",20M,"AllÃ©e des Jasmins is a short starring Linh Dan Pham, Mike N'Guyen, and Fanny Sidney. In the early 1960's, Loan, a young Vietnamese woman, and Pierre, her Eurasian husband, are relocated to a village in Auvergne, under a resettlement..."
tt9485508,Mystery of Antiques (TV Series 2018â€“ ),7.2,NA,"Yu Xia,Zhenyu Qiao,Wenjing Cai,Chie Tanaka",NA,"Mystery of Antiques is a TV series starring Yu Xia, Zhenyu Qiao, and Wenjing Cai. It tells a story about Xu Yuan, a young shopkeeper of an antique shop who has found himself involved in something very dangerous."
tt9485592,Girl Blood Sport (2019),NA,Russell Brown,"Chelsea Alexandria,Lady Ana-Eve,Cheyenne Bellomy,Russell Brown",2H12M,"Girl Blood Sport is a movie starring Chelsea Alexandria, Lady Ana-Eve, and Cheyenne Bellomy. Chaos follows a deadly duo of maniac assassins after they host a brutal, no-holds-barred tournament inside a sinister steel cage surrounded..."
tt9485692,Shemale Japan 4 (Video 2014),NA,Hiro,"Komachi Hanamikoji,Risa Kaneshiro,Mary,Rui Matsushita",NA,NA
tt9486060,Rocks'n'Diamonds (Video Game 1995),NA,Holger Schemel,NA,NA,NA
tt9486128,Ci alzeremo all'alba (2018),NA,Jean-Marie Benjamin,"Mariano BarnabÃ ,Amalia Bisceglia,Michele Buenza,Stefano Campanella",NA,NA
tt9486320,Seishun sex hana gassen (1976),NA,Kensuke Sawa,"Timmy Sugimoto,KyÃ´ko Hirose,Rie Nakano",58M,NA
tt9486344,Ekkadiki Ee Parugu (TV Mini-Series 2019â€“ ),8.1,NA,"Pavani Gangireddy,Kalpika,Bharat Raj,Aryan Rajesh",NA,"Ekkadiki Ee Parugu is a TV mini-series starring Pavani Gangireddy, Kalpika, and Bharat Raj. About the life of a man whose wife is missing and an inspector who is soon going to retire from his job, finds the mystery behind the..."
tt9487098,New Art Academy (Video Game 2012),NA,NA,NA,NA,NA
tt9487224,Rittai Kakushi e Attakoreda (Video Game 2010),NA,Masahiro Yamamoto,NA,NA,NA
tt9487806,1440 (2019),NA,Evelin Laczi,"Ã‰va LaczinÃ© Szalai,TamÃ¡s Gargya,Janka Mladin,BÃ©la SzemÃ¡n",10M,"1440 is a short starring Ã‰va LaczinÃ© Szalai, TamÃ¡s Gargya, and Janka Mladin. A woman spends her whole day on tram 47, traveling around Budapest - seemingly - without a reason."
tt9488024,Massage shikijÃ´ma (1976),NA,SÃ´jirÃ´ Motoki,"Yuki Minami,Jun Kosugi,Junko Takasugi",1H2M,NA
tt9489748,Jennifer Lopez: Limitless (Video 2018),7.9,Jennifer Lopez,"Jennifer Lopez,Emme Maribel MuÃ±iz",NA,NA
tt9490042,Salome Tsunoda no monzetsu tama-kuzushi (1976),NA,Kan Mukai,"Salome Tsunoda,Mami Sakura,Yuki Minami,Rena Ogawa",59M,NA
tt9490122,Perspectives (2019),NA,Frank Deniro,"Vanessa Noel,Quincy Giles,Phil Ductan,Billy Freda",NA,NA
tt9490176,The End (2016),NA,Mykyta Lyskov,NA,11M,NA
tt9490280,Zmozhesh ty vse (2016),NA,Nikita Timoschuk,NA,6M,NA
tt9490328,Dew (2016),NA,Ivan Kosenko,NA,20M,NA
tt9490358,Music Lessons (2016),NA,Igor Malakhov,NA,28M,NA
tt9490414,Yun nan chong gu (2018),4.6,Xing Fei,"Hang Cai,Xuan Gu,Heng Yu,Taishen Cheng",1H50M,"Yun nan chong gu is a movie starring Hang Cai, Xuan Gu, and Heng Yu. Following in the footsteps of blockbuster MOJIN: THE LOST LEGEND and based on the bestselling novel series, MOJIN: THE WORM VALLEY once again finds legendary tomb..."
tt9490492,Breakup Box,NA,Bryan Firks,"Jaie Peshawaria,Caroline Crawford Johnson,Alex Wood,Jacob de Heer",9M,"Breakup Box is a short starring Jaie Peshawaria, Caroline Crawford Johnson, and Alex Wood. An awkward startup employee must deliver a box that informs its recipient that their boyfriend is breaking up with them."
tt9490534,Seiran porno: Chijo hatsujÃ´ (1976),NA,YÃ» Kurata,"Jun Kosugi,Yumi Okazaki,Shinji Kubo",1H3M,NA
tt9490580,Aaron Fights Everybody (TV Series 2019â€“ ),NA,NA,"Mike Li,Trevor O'Neill,Chelsey Moore,Lee Shorten",NA,"Aaron Fights Everybody is a TV series starring Mike Li, Trevor O'Neill, and Chelsey Moore. The nicest guy in the world has his identity switched with that of a notorious gangster and must fall back on his MMA-fighter past in order..."
tt9490584,"Sometimes, I Think About Dying (2019)",7.2,Stefanie Abel Horowitz,"Jim Sarbh,Katy Wright-Mead",12M,"Sometimes, I Think About Dying is a short starring Jim Sarbh and Katy Wright-Mead. Fran likes to think about dying. When she makes a guy in the office laugh, he wants more - a movie date, a slice of pie, a conversation. But if..."
tt9490596,Shinsha sex hanbai (1976),NA,Sanpei Nawa,"Kayoko Sugi,Keiko Ã”hara,KÃ´ran Yanagi",1H2M,NA
tt9490830,Mimana: Iaru kuronikuru (Video Game 2009),NA,NA,NA,NA,NA
tt9491292,"A Venezia come, Roma-Milano-Torino, la spirale del crimine (1974)",NA,Gran Bretagna,"Tony Anholt,Mark Damon,Robert Vaughn",1H43M,NA
tt9491456,Jissha de Chibi-Robo! (Video Game 2013),NA,Keita Eto,NA,NA,NA
tt9493040,Eine eiserne Kassette (2018),NA,Nils Olger,NA,1H42M,NA
tt9493530,FrÃ¨res et soeur (1980),NA,Hubert GÃ©ral,"Christine Black,Cathy DuprÃ©,Hubert GÃ©ral",25M,NA
tt9493632,Gorges profondes et petites filles (1981),NA,Hubert GÃ©ral,"Jean-Pierre Armand,Dominique Aveline,Cathy DuprÃ©,Catherine Ringer",25M,NA
tt9494562,Otdel 44 (TV Series 2015â€“2016),NA,NA,"Zaza Chanturiya,Alexander Fer'yev,Sofiya Kotlyarova,Philip Kozlov",NA,NA
tt9494676,The Rae the Doe Christmas Special (TV Short 2018),NA,Olive Brinker,"Mags Romero,Nyx Fears,Nat Puff,Mel Stone",5M,NA
tt9494722,Ot pervogo do poslednego slova (TV Mini-Series 2016),NA,NA,"Ekaterina Mironova,Sergey Peregudov,Egor Petrenko,Elena Zakharova",NA,NA
tt9494814,Bullyunkeopeul (Video 2010),NA,Rex Kim,"Eun-min,Jae-Hoon",NA,NA
tt9495224,Black Mirror: Bandersnatch (2018),7.3,David Slade,"Fionn Whitehead,Craig Parkinson,Alice Lowe,Asim Chaudhry",1H30M,"Black Mirror: Bandersnatch is a movie starring Fionn Whitehead, Craig Parkinson, and Alice Lowe. In 1984, a young programmer begins to question reality as he works to adapt a fantasy novel into a video game."
tt9495240,Okaeri! Chibi-Robo! Happy Richie Ã”sÃ´ji! (Video Game 2009),NA,Hiroshi Moriyama,NA,NA,NA
tt9495752,Truck sex yarÃ´: Zetsurin teikibin (1976),NA,Minoru Inao,"Masayoshi Nogami,Shinji Kubo,Rie Nakano",1H4M,NA
tt9495756,Yoru no gaadoman: Sex tanbÃ´ (1976),NA,IchirÃ´ Fujiwara,"Shinji Kubo,KÃ´ Matsuura,YÃ»ko Akane",1H6M,NA
tt9495872,KeihÃ´dai hyaku-hachijÃ»-ni-jÃ´: InkÃ´ kan'yÃ»-zai (1976),NA,Satoru Kobayashi,"Mieko Horikawa,Bun'ei ShÃ´,YÃ»ko Tsubaki",1H8M,NA
